t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
5.05000000e-04,1.42372515e-05,1.19206103e-05,6.13934249e-01,1.50872285e-08,3.33159029e-11,2.19546695e-07,3.86039358e-01,2.48127544e-06,1.66870668e-01,5.10365511e-01,3.00620067e-07,6.23792011e-04,1.03717688e-03,3.21100068e-01
5.50000000e-04,1.42351000e-05,1.39316508e-05,6.13921911e-01,1.71104096e-08,3.85322794e-11,2.56032342e-07,3.86049649e-01,2.45801372e-06,1.74483139e-01,5.05629464e-01,3.36936711e-07,6.53587248e-04,1.08482238e-03,3.18146190e-01
5.95000000e-04,1.42330061e-05,1.61318521e-05,6.13909043e-01,1.91750699e-08,4.41235449e-11,2.95786701e-07,3.86060278e-01,2.43649635e-06,1.81520228e-01,5.01250654e-01,3.73543636e-07,6.81304488e-04,1.12890745e-03,3.15416094e-01
6.40000000e-04,1.42309638e-05,1.85247048e-05,6.13895707e-01,2.12738194e-08,5.00902012e-11,3.38860797e-07,3.86071177e-01,2.41651840e-06,1.88049569e-01,4.97187110e-01,4.10333816e-07,7.07184501e-04,1.16985027e-03,3.12883457e-01
6.85000000e-04,1.42289677e-05,2.11130588e-05,6.13881958e-01,2.34003944e-08,5.64324439e-11,3.85295871e-07,3.86082292e-01,2.39790313e-06,1.94129484e-01,4.93402632e-01,4.47228205e-07,7.31434419e-04,1.20801042e-03,3.10525592e-01
7.30000000e-04,1.42270133e-05,2.38992279e-05,6.13867841e-01,2.55494303e-08,6.31502046e-11,4.35125048e-07,3.86093572e-01,2.38049759e-06,1.99810514e-01,4.89865847e-01,4.84148387e-07,7.54232490e-04,1.24369875e-03,3.08322841e-01
7.75000000e-04,1.42250965e-05,2.68850709e-05,6.13853397e-01,2.77162894e-08,7.02431365e-11,4.88374414e-07,3.86104977e-01,2.36416849e-06,2.05136571e-01,4.86549518e-01,5.21037533e-07,7.75736959e-04,1.27718818e-03,3.06258098e-01
8.20000000e-04,1.42232137e-05,3.00720518e-05,6.13838660e-01,2.98969853e-08,7.77106852e-11,5.45064040e-07,3.86116469e-01,2.34879977e-06,2.10145970e-01,4.83429863e-01,5.57845749e-07,7.96084524e-04,1.30871544e-03,3.04316456e-01
8.65000000e-04,1.42213618e-05,3.34613405e-05,6.13823663e-01,3.20879774e-08,8.55521184e-11,6.05209511e-07,3.86128017e-01,2.33428723e-06,2.14873233e-01,4.80485434e-01,5.94521972e-07,8.15395577e-04,1.33849134e-03,3.02484512e-01
9.10000000e-04,1.42195382e-05,3.70537260e-05,6.13808429e-01,3.42863871e-08,9.37665044e-11,6.68820542e-07,3.86139595e-01,2.32054437e-06,2.19346833e-01,4.77698575e-01,6.31042690e-07,8.33774370e-04,1.36669391e-03,3.00751166e-01
9.55000000e-04,1.42177400e-05,4.08498644e-05,6.13792984e-01,3.64894488e-08,1.02352780e-10,7.35904801e-07,3.86151176e-01,2.30748743e-06,2.23594478e-01,4.75052085e-01,6.67363045e-07,8.51317343e-04,1.39349247e-03,2.99105645e-01
