t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
1.00000000e-04,-5.06960837e-14,3.39513288e-11,-3.37021002e-11,6.42016935e-15,4.20567214e-16,5.33062975e-13,-7.38436233e-13,7.94164363e-14,1.62748256e-09,-2.26625552e-09,2.78457694e-15,2.83628639e-11,8.49412061e-12,6.01833771e-10
1.45000000e-04,-4.98971260e-14,3.45846928e-11,-5.11978476e-11,7.64526880e-15,4.34092124e-16,5.44470964e-13,1.61105015e-11,4.02042105e-14,1.13134326e-09,-1.57533582e-09,4.24812787e-15,2.00195174e-11,5.91805194e-12,4.18010538e-10
1.90000000e-04,-4.85495622e-14,3.53231947e-11,-6.16640259e-11,8.73096900e-15,4.46840832e-16,5.56994514e-13,2.58232084e-11,7.99676436e-15,7.93902646e-10,-1.10564592e-09,6.29017359e-15,1.43334607e-11,4.16641036e-12,2.93229116e-10
2.35000000e-04,-6.29159605e-14,3.61329437e-11,-7.59264385e-11,7.40866265e-15,4.59069820e-16,5.70272331e-13,3.92782706e-11,-3.07362402e-15,5.64394587e-10,-7.86117531e-10,-1.21636501e-14,1.04605290e-11,2.97520106e-12,2.08302452e-10
2.80000000e-04,-5.31655845e-14,3.69910389e-11,-7.86878913e-11,8.16192821e-15,4.70915303e-16,5.84060857e-13,4.11573243e-11,-2.67172679e-15,4.08471990e-10,-5.69559479e-10,-8.44612753e-15,7.82499385e-12,2.16753867e-12,1.51106074e-10
3.25000000e-04,-4.46105005e-14,3.78817770e-11,-8.21860713e-11,1.19219143e-14,4.82489501e-16,5.98193050e-13,4.37383073e-11,4.72386813e-15,3.02561229e-10,-4.22648050e-10,2.48175755e-14,6.03294025e-12,1.61977945e-12,1.12404560e-10
3.70000000e-04,-5.02951335e-14,3.87944282e-11,-8.74232816e-11,9.83787508e-15,4.93935205e-16,6.12555003e-13,4.80562617e-11,1.89586113e-16,2.30546223e-10,-3.22192756e-10,2.69764022e-15,4.81554416e-12,1.24524076e-12,8.55828601e-11
4.15000000e-04,-4.81255791e-14,3.97218017e-11,-9.04652984e-11,1.02587637e-14,5.05240809e-16,6.27070233e-13,5.01537880e-11,9.39318430e-16,1.81618552e-10,-2.54244812e-10,5.10493138e-15,3.98705131e-12,9.91909534e-13,6.76412545e-11
4.60000000e-04,-6.55240352e-14,4.06591011e-11,-9.11907198e-11,1.48675122e-14,5.16412643e-16,6.41687756e-13,4.99400711e-11,9.97129263e-15,1.48565813e-10,-2.09955226e-10,4.10110587e-14,3.42185041e-12,8.26862462e-13,5.70897177e-11
5.05000000e-04,-4.01234957e-14,4.16028106e-11,-9.66192256e-11,7.79856611e-15,5.27662036e-16,6.56370421e-13,5.43918418e-11,-5.30676692e-15,1.26109958e-10,-1.76008592e-10,-1.52096857e-14,3.04980826e-12,7.00177290e-13,4.61691650e-11
